mode,strategy,run_number,user,policy_ids,predicate_functions,predicate_columns,tables_affected,cpu_ms,elapsed_ms,logical_reads,physical_reads,rows_returned,errors,machine,query_name,tables_used
NO_RLS,NO_CARTESIAN,4,user1,P48;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;s_suppkey",lineitem;supplier,561,59,104892,0,1,,Mr,15.sql,"lineitem,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P48;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;s_suppkey",lineitem;supplier,576,56,104892,0,1,,Mr,15.sql,"lineitem,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P23;P48;P28,dbo.p23_customer_multi_supplier;dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p28_orders_no_late_commit,"c_custkey;l_orderkey,l_shipdate,l_receiptdate;o_orderkey",customer;lineitem;orders,740,77,131412,0,11620,,Mr,3.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,2,user1,P23;P48;P28,dbo.p23_customer_multi_supplier;dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p28_orders_no_late_commit,"c_custkey;l_orderkey,l_shipdate,l_receiptdate;o_orderkey",customer;lineitem;orders,1039,102,131412,0,11620,,Mr,3.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,3,user1,P23;P48;P28,dbo.p23_customer_multi_supplier;dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p28_orders_no_late_commit,"c_custkey;l_orderkey,l_shipdate,l_receiptdate;o_orderkey",customer;lineitem;orders,1025,103,131412,0,11620,,Mr,3.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,4,user1,P23;P48;P28,dbo.p23_customer_multi_supplier;dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p28_orders_no_late_commit,"c_custkey;l_orderkey,l_shipdate,l_receiptdate;o_orderkey",customer;lineitem;orders,1048,105,131412,0,11620,,Mr,3.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,5,user1,P23;P48;P28,dbo.p23_customer_multi_supplier;dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p28_orders_no_late_commit,"c_custkey;l_orderkey,l_shipdate,l_receiptdate;o_orderkey",customer;lineitem;orders,1056,104,131412,0,11620,,Mr,3.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,1,user1,P39;P7;P41;P37,dbo.p39_customer_all_orders_truck_or_mail;dbo.p7_receipt_commit;dbo.p41_order_quantity_variation_limited;dbo.p37_supplier_multi_part_types,"c_custkey;l_receiptdate,l_commitdate;o_orderkey;s_suppkey",customer;lineitem;orders;supplier,447,57,174726,0,5,,Mr,5.sql,"customer,lineitem,nation,orders,region,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P39;P7;P41;P37,dbo.p39_customer_all_orders_truck_or_mail;dbo.p7_receipt_commit;dbo.p41_order_quantity_variation_limited;dbo.p37_supplier_multi_part_types,"c_custkey;l_receiptdate,l_commitdate;o_orderkey;s_suppkey",customer;lineitem;orders;supplier,694,77,174723,0,5,,Mr,5.sql,"customer,lineitem,nation,orders,region,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P39;P7;P41;P37,dbo.p39_customer_all_orders_truck_or_mail;dbo.p7_receipt_commit;dbo.p41_order_quantity_variation_limited;dbo.p37_supplier_multi_part_types,"c_custkey;l_receiptdate,l_commitdate;o_orderkey;s_suppkey",customer;lineitem;orders;supplier,748,91,174723,0,5,,Mr,5.sql,"customer,lineitem,nation,orders,region,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P39;P7;P41;P37,dbo.p39_customer_all_orders_truck_or_mail;dbo.p7_receipt_commit;dbo.p41_order_quantity_variation_limited;dbo.p37_supplier_multi_part_types,"c_custkey;l_receiptdate,l_commitdate;o_orderkey;s_suppkey",customer;lineitem;orders;supplier,784,92,174726,0,5,,Mr,5.sql,"customer,lineitem,nation,orders,region,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P39;P7;P41;P37,dbo.p39_customer_all_orders_truck_or_mail;dbo.p7_receipt_commit;dbo.p41_order_quantity_variation_limited;dbo.p37_supplier_multi_part_types,"c_custkey;l_receiptdate,l_commitdate;o_orderkey;s_suppkey",customer;lineitem;orders;supplier,802,96,174723,0,5,,Mr,5.sql,"customer,lineitem,nation,orders,region,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P3;P20,dbo.p3_return_discount;dbo.p20_part_avg_supplycost,"l_returnflag,l_discount;p_partkey",lineitem;part,670,62,108505,0,1,,Mr,19.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,2,user1,P3;P20,dbo.p3_return_discount;dbo.p20_part_avg_supplycost,"l_returnflag,l_discount;p_partkey",lineitem;part,766,72,108505,0,1,,Mr,19.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,3,user1,P3;P20,dbo.p3_return_discount;dbo.p20_part_avg_supplycost,"l_returnflag,l_discount;p_partkey",lineitem;part,606,64,108505,0,1,,Mr,19.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,4,user1,P3;P20,dbo.p3_return_discount;dbo.p20_part_avg_supplycost,"l_returnflag,l_discount;p_partkey",lineitem;part,776,70,108505,0,1,,Mr,19.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,5,user1,P3;P20,dbo.p3_return_discount;dbo.p20_part_avg_supplycost,"l_returnflag,l_discount;p_partkey",lineitem;part,757,71,108505,0,1,,Mr,19.sql,"lineitem,part"

